provider_id,provider_name,specialty,license_number,years_of_experience,zip_code,state,practice_size,is_hospital_affiliated,electronic_system_type,insurance_networks,office_hours,languages_spoken,certification_dates,rating,patient_demographics
PROV00173,Healthcare Provider 173,Orthopedics,LIC279761,31,56486,FL,Small,1,System C,Network3,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",French,"{""medical_license"": ""2023-10-03"", ""board_certification"": ""2017-01-29""}",3.3,"{""pediatric"": 15, ""adult"": 82, ""elderly"": 93}"
PROV00174,Healthcare Provider 174,Family Practice,LIC236998,25,66447,IL,Large,1,System B,"Network3,Network2","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",French,"{""medical_license"": ""2015-02-14"", ""board_certification"": ""2019-09-10""}",4.0,"{""pediatric"": 60, ""adult"": 74, ""elderly"": 71}"
PROV00175,Healthcare Provider 175,Cardiology,LIC484865,25,13081,IL,Medium,0,System C,"Network3,Network4,Network1","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",French,"{""medical_license"": ""2016-07-24"", ""board_certification"": ""2022-12-16""}",4.8,"{""pediatric"": 58, ""adult"": 84, ""elderly"": 36}"
PROV00176,Healthcare Provider 176,Family Practice,LIC791211,17,73437,PA,Small,1,System A,Network1,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",English,"{""medical_license"": ""2014-10-30"", ""board_certification"": ""2020-09-26""}",3.2,"{""pediatric"": 100, ""adult"": 59, ""elderly"": 73}"
PROV00177,Healthcare Provider 177,Cardiology,LIC724771,4,28313,PA,Large,1,System A,"Network4,Network3","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",French,"{""medical_license"": ""2015-08-19"", ""board_certification"": ""2018-11-25""}",3.4,"{""pediatric"": 49, ""adult"": 79, ""elderly"": 2}"
PROV00178,Healthcare Provider 178,Pediatrics,LIC133848,20,69664,FL,Small,1,System C,Network3,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","English,Chinese","{""medical_license"": ""2023-05-17"", ""board_certification"": ""2022-03-11""}",3.7,"{""pediatric"": 56, ""adult"": 66, ""elderly"": 37}"
PROV00179,Healthcare Provider 179,Orthopedics,LIC294718,19,78926,PA,Large,1,Legacy,Network1,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","French,Spanish","{""medical_license"": ""2018-02-27"", ""board_certification"": ""2022-08-20""}",4.7,"{""pediatric"": 91, ""adult"": 60, ""elderly"": 10}"
PROV00180,Healthcare Provider 180,Neurology,LIC367613,33,43937,FL,Small,0,Legacy,"Network2,Network1,Network4","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","French,Chinese","{""medical_license"": ""2017-02-10"", ""board_certification"": ""2023-04-11""}",4.6,"{""pediatric"": 14, ""adult"": 2, ""elderly"": 84}"
PROV00181,Healthcare Provider 181,Pediatrics,LIC411955,27,40254,PA,Large,0,System A,"Network2,Network3","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","French,Chinese","{""medical_license"": ""2018-11-26"", ""board_certification"": ""2021-02-25""}",3.8,"{""pediatric"": 61, ""adult"": 12, ""elderly"": 12}"
PROV00182,Healthcare Provider 182,Orthopedics,LIC193808,30,16397,PA,Small,1,System A,"Network2,Network4,Network3","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",English,"{""medical_license"": ""2021-04-17"", ""board_certification"": ""2022-03-24""}",4.6,"{""pediatric"": 89, ""adult"": 23, ""elderly"": 62}"
PROV00183,Healthcare Provider 183,Neurology,LIC370143,20,12096,IL,Medium,1,System A,"Network3,Network1","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",French,"{""medical_license"": ""2016-01-16"", ""board_certification"": ""2016-07-14""}",3.8,"{""pediatric"": 53, ""adult"": 83, ""elderly"": 43}"
PROV00184,Healthcare Provider 184,Family Practice,LIC750024,31,77155,CA,Small,1,Legacy,"Network1,Network3","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",English,"{""medical_license"": ""2023-01-29"", ""board_certification"": ""2022-02-01""}",4.2,"{""pediatric"": 17, ""adult"": 35, ""elderly"": 15}"
PROV00185,Healthcare Provider 185,Cardiology,LIC586799,31,19833,CA,Small,1,Legacy,Network4,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","French,English","{""medical_license"": ""2017-09-03"", ""board_certification"": ""2021-12-05""}",4.4,"{""pediatric"": 87, ""adult"": 26, ""elderly"": 71}"
PROV00186,Healthcare Provider 186,Internal Medicine,LIC654970,7,24289,TX,Large,1,System C,Network1,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Chinese,English","{""medical_license"": ""2023-05-14"", ""board_certification"": ""2017-05-08""}",3.3,"{""pediatric"": 43, ""adult"": 19, ""elderly"": 0}"
PROV00187,Healthcare Provider 187,Neurology,LIC883441,5,44521,IL,Small,0,System C,Network2,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",Chinese,"{""medical_license"": ""2021-05-14"", ""board_certification"": ""2016-11-13""}",3.9,"{""pediatric"": 94, ""adult"": 39, ""elderly"": 54}"
PROV00188,Healthcare Provider 188,Internal Medicine,LIC229350,22,29446,CA,Small,1,System A,Network3,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",French,"{""medical_license"": ""2022-05-15"", ""board_certification"": ""2019-05-06""}",4.1,"{""pediatric"": 7, ""adult"": 99, ""elderly"": 98}"
PROV00189,Healthcare Provider 189,Family Practice,LIC412813,6,79184,NY,Small,0,System B,"Network3,Network2","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","French,English","{""medical_license"": ""2015-03-04"", ""board_certification"": ""2022-03-17""}",4.6,"{""pediatric"": 90, ""adult"": 57, ""elderly"": 77}"
PROV00190,Healthcare Provider 190,Family Practice,LIC130651,10,26994,TX,Large,0,Legacy,"Network3,Network4,Network2","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Chinese,English","{""medical_license"": ""2017-03-07"", ""board_certification"": ""2016-03-04""}",4.0,"{""pediatric"": 38, ""adult"": 22, ""elderly"": 51}"
PROV00191,Healthcare Provider 191,Neurology,LIC982766,22,24939,PA,Large,0,System A,"Network3,Network1","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",Chinese,"{""medical_license"": ""2020-04-26"", ""board_certification"": ""2018-05-13""}",3.3,"{""pediatric"": 26, ""adult"": 16, ""elderly"": 71}"
PROV00192,Healthcare Provider 192,Pediatrics,LIC647936,6,74166,FL,Large,0,System C,"Network2,Network1","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",English,"{""medical_license"": ""2016-10-26"", ""board_certification"": ""2022-07-07""}",3.5,"{""pediatric"": 55, ""adult"": 10, ""elderly"": 14}"
PROV00193,Healthcare Provider 193,Internal Medicine,LIC962371,21,17239,CA,Large,0,Legacy,"Network1,Network3","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","English,Chinese","{""medical_license"": ""2017-02-25"", ""board_certification"": ""2016-02-02""}",5.0,"{""pediatric"": 40, ""adult"": 87, ""elderly"": 71}"
PROV00194,Healthcare Provider 194,Orthopedics,LIC373260,3,10282,NY,Large,1,System B,Network2,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Chinese,Spanish","{""medical_license"": ""2018-07-28"", ""board_certification"": ""2021-12-07""}",4.9,"{""pediatric"": 27, ""adult"": 35, ""elderly"": 7}"
PROV00195,Healthcare Provider 195,Orthopedics,LIC846084,4,49901,PA,Medium,1,System C,Network1,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",Spanish,"{""medical_license"": ""2015-02-09"", ""board_certification"": ""2018-08-02""}",4.5,"{""pediatric"": 62, ""adult"": 15, ""elderly"": 69}"
PROV00196,Healthcare Provider 196,Neurology,LIC939188,30,66481,FL,Medium,1,System C,"Network2,Network1,Network4","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",French,"{""medical_license"": ""2018-07-04"", ""board_certification"": ""2021-04-09""}",3.4,"{""pediatric"": 97, ""adult"": 91, ""elderly"": 85}"
PROV00197,Healthcare Provider 197,Cardiology,LIC361501,5,42994,IL,Small,0,Legacy,"Network3,Network1","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Spanish,Chinese","{""medical_license"": ""2019-10-13"", ""board_certification"": ""2015-08-18""}",4.3,"{""pediatric"": 7, ""adult"": 28, ""elderly"": 69}"
PROV00198,Healthcare Provider 198,Pediatrics,LIC257547,9,53732,NY,Medium,0,Legacy,"Network3,Network4","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Chinese,English","{""medical_license"": ""2021-02-17"", ""board_certification"": ""2019-03-02""}",4.0,"{""pediatric"": 4, ""adult"": 73, ""elderly"": 10}"
PROV00199,Healthcare Provider 199,Pediatrics,LIC471233,18,80969,TX,Small,0,Legacy,"Network3,Network2","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",French,"{""medical_license"": ""2021-04-08"", ""board_certification"": ""2023-01-10""}",3.7,"{""pediatric"": 36, ""adult"": 50, ""elderly"": 98}"
PROV00200,Healthcare Provider 200,Pediatrics,LIC258588,16,97969,NY,Large,1,Legacy,"Network4,Network1,Network2","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Chinese,Spanish","{""medical_license"": ""2021-06-23"", ""board_certification"": ""2022-01-24""}",4.9,"{""pediatric"": 68, ""adult"": 9, ""elderly"": 25}"
PROV00201,Healthcare Provider 201,Orthopedics,LIC352419,25,73278,PA,Large,0,System A,"Network2,Network3,Network4","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","English,Chinese","{""medical_license"": ""2022-07-23"", ""board_certification"": ""2022-04-23""}",4.7,"{""pediatric"": 5, ""adult"": 97, ""elderly"": 79}"
PROV00202,Healthcare Provider 202,Internal Medicine,LIC603650,13,66526,NY,Large,0,System B,"Network2,Network1,Network4","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",English,"{""medical_license"": ""2023-06-06"", ""board_certification"": ""2016-07-14""}",3.2,"{""pediatric"": 64, ""adult"": 48, ""elderly"": 64}"
PROV00203,Healthcare Provider 203,Neurology,LIC174567,19,81678,PA,Large,1,System A,Network1,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","English,French","{""medical_license"": ""2023-08-04"", ""board_certification"": ""2015-08-14""}",4.7,"{""pediatric"": 3, ""adult"": 32, ""elderly"": 62}"
PROV00204,Healthcare Provider 204,Orthopedics,LIC339017,19,34264,FL,Small,0,System B,"Network4,Network2,Network3","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",Spanish,"{""medical_license"": ""2015-06-10"", ""board_certification"": ""2022-09-23""}",3.1,"{""pediatric"": 25, ""adult"": 0, ""elderly"": 41}"
PROV00205,Healthcare Provider 205,Family Practice,LIC658516,17,59437,CA,Small,1,Legacy,Network4,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",French,"{""medical_license"": ""2017-08-08"", ""board_certification"": ""2023-09-15""}",3.7,"{""pediatric"": 23, ""adult"": 94, ""elderly"": 12}"
PROV00206,Healthcare Provider 206,Pediatrics,LIC263834,4,60139,NY,Small,0,System B,"Network2,Network4","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",Chinese,"{""medical_license"": ""2015-10-19"", ""board_certification"": ""2017-01-10""}",3.2,"{""pediatric"": 78, ""adult"": 55, ""elderly"": 86}"
PROV00207,Healthcare Provider 207,Family Practice,LIC285378,11,75087,PA,Medium,0,System C,Network2,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Spanish,Chinese","{""medical_license"": ""2014-11-09"", ""board_certification"": ""2018-07-15""}",3.4,"{""pediatric"": 15, ""adult"": 1, ""elderly"": 89}"
PROV00208,Healthcare Provider 208,Pediatrics,LIC715458,17,96497,CA,Small,0,System C,"Network3,Network1","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",French,"{""medical_license"": ""2021-07-28"", ""board_certification"": ""2016-07-21""}",4.1,"{""pediatric"": 99, ""adult"": 80, ""elderly"": 5}"
PROV00209,Healthcare Provider 209,Family Practice,LIC769927,21,99906,PA,Small,0,System C,"Network1,Network4,Network2","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",English,"{""medical_license"": ""2023-04-15"", ""board_certification"": ""2018-04-27""}",4.0,"{""pediatric"": 74, ""adult"": 84, ""elderly"": 71}"
PROV00210,Healthcare Provider 210,Cardiology,LIC897622,1,42327,PA,Medium,1,System A,"Network3,Network2","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","English,French","{""medical_license"": ""2019-09-26"", ""board_certification"": ""2022-10-29""}",3.2,"{""pediatric"": 17, ""adult"": 39, ""elderly"": 91}"
PROV00211,Healthcare Provider 211,Internal Medicine,LIC211032,29,52604,CA,Large,1,System B,"Network3,Network2,Network1","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Spanish,Chinese","{""medical_license"": ""2021-01-31"", ""board_certification"": ""2018-01-28""}",3.1,"{""pediatric"": 18, ""adult"": 93, ""elderly"": 99}"
PROV00212,Healthcare Provider 212,Family Practice,LIC875024,8,47418,FL,Small,1,System C,Network3,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","English,French","{""medical_license"": ""2017-03-01"", ""board_certification"": ""2017-07-28""}",3.6,"{""pediatric"": 2, ""adult"": 99, ""elderly"": 51}"
PROV00213,Healthcare Provider 213,Internal Medicine,LIC236535,17,43623,IL,Large,0,System C,"Network2,Network4,Network3","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","French,English","{""medical_license"": ""2021-05-02"", ""board_certification"": ""2020-02-07""}",4.3,"{""pediatric"": 86, ""adult"": 37, ""elderly"": 36}"
PROV00214,Healthcare Provider 214,Family Practice,LIC808140,1,54199,FL,Large,1,Legacy,Network3,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",Spanish,"{""medical_license"": ""2016-07-24"", ""board_certification"": ""2017-12-05""}",4.8,"{""pediatric"": 20, ""adult"": 2, ""elderly"": 73}"
PROV00215,Healthcare Provider 215,Pediatrics,LIC758681,5,47383,CA,Large,1,System C,"Network2,Network4","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",English,"{""medical_license"": ""2020-02-16"", ""board_certification"": ""2021-02-08""}",4.2,"{""pediatric"": 84, ""adult"": 60, ""elderly"": 88}"
PROV00216,Healthcare Provider 216,Internal Medicine,LIC880926,18,44542,FL,Small,0,Legacy,"Network2,Network1","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",French,"{""medical_license"": ""2023-07-13"", ""board_certification"": ""2023-04-07""}",5.0,"{""pediatric"": 96, ""adult"": 52, ""elderly"": 44}"
PROV00217,Healthcare Provider 217,Cardiology,LIC527826,11,84637,NY,Large,1,System A,Network1,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","French,Spanish","{""medical_license"": ""2019-05-11"", ""board_certification"": ""2019-02-27""}",4.1,"{""pediatric"": 1, ""adult"": 53, ""elderly"": 41}"
PROV00218,Healthcare Provider 218,Orthopedics,LIC237103,30,81975,NY,Small,0,System B,"Network2,Network4,Network1","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",French,"{""medical_license"": ""2020-06-06"", ""board_certification"": ""2022-03-31""}",3.7,"{""pediatric"": 55, ""adult"": 59, ""elderly"": 5}"
PROV00219,Healthcare Provider 219,Internal Medicine,LIC743294,25,82982,CA,Medium,1,System A,"Network1,Network4","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",Spanish,"{""medical_license"": ""2018-04-13"", ""board_certification"": ""2020-12-06""}",3.2,"{""pediatric"": 88, ""adult"": 30, ""elderly"": 94}"
PROV00220,Healthcare Provider 220,Pediatrics,LIC979979,34,27858,TX,Large,0,System C,"Network1,Network2,Network3","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","French,English","{""medical_license"": ""2020-09-09"", ""board_certification"": ""2019-05-04""}",3.7,"{""pediatric"": 41, ""adult"": 71, ""elderly"": 77}"
PROV00221,Healthcare Provider 221,Pediatrics,LIC841280,24,55734,NY,Small,0,Legacy,Network2,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",Spanish,"{""medical_license"": ""2014-11-08"", ""board_certification"": ""2021-04-25""}",3.8,"{""pediatric"": 2, ""adult"": 49, ""elderly"": 79}"
PROV00222,Healthcare Provider 222,Pediatrics,LIC609346,31,21738,PA,Large,0,System A,"Network3,Network2","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Chinese,English","{""medical_license"": ""2020-12-05"", ""board_certification"": ""2019-04-21""}",4.9,"{""pediatric"": 74, ""adult"": 94, ""elderly"": 54}"
PROV00223,Healthcare Provider 223,Neurology,LIC535633,5,17069,TX,Large,0,System A,"Network1,Network4","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",English,"{""medical_license"": ""2018-10-10"", ""board_certification"": ""2017-06-29""}",3.0,"{""pediatric"": 51, ""adult"": 18, ""elderly"": 93}"
PROV00224,Healthcare Provider 224,Orthopedics,LIC483100,15,63161,IL,Medium,0,System A,"Network2,Network3","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",English,"{""medical_license"": ""2017-08-29"", ""board_certification"": ""2017-03-14""}",4.5,"{""pediatric"": 57, ""adult"": 80, ""elderly"": 5}"
PROV00225,Healthcare Provider 225,Neurology,LIC423660,17,69500,PA,Small,0,System A,Network3,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Spanish,French","{""medical_license"": ""2021-03-23"", ""board_certification"": ""2015-10-01""}",3.9,"{""pediatric"": 89, ""adult"": 31, ""elderly"": 18}"
PROV00226,Healthcare Provider 226,Cardiology,LIC764929,32,66882,NY,Small,0,System B,"Network3,Network2,Network1","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",Spanish,"{""medical_license"": ""2019-05-12"", ""board_certification"": ""2018-05-22""}",4.2,"{""pediatric"": 63, ""adult"": 96, ""elderly"": 42}"
PROV00227,Healthcare Provider 227,Neurology,LIC942210,13,68478,NY,Large,1,System C,Network4,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Chinese,English","{""medical_license"": ""2016-02-15"", ""board_certification"": ""2016-01-21""}",4.0,"{""pediatric"": 88, ""adult"": 69, ""elderly"": 78}"
PROV00228,Healthcare Provider 228,Neurology,LIC551558,21,28951,FL,Small,0,System A,"Network1,Network2","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",Chinese,"{""medical_license"": ""2018-10-06"", ""board_certification"": ""2019-02-20""}",4.1,"{""pediatric"": 61, ""adult"": 43, ""elderly"": 73}"
PROV00229,Healthcare Provider 229,Pediatrics,LIC700309,21,54789,TX,Large,1,System A,Network3,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Chinese,English","{""medical_license"": ""2021-05-26"", ""board_certification"": ""2017-10-22""}",3.1,"{""pediatric"": 16, ""adult"": 1, ""elderly"": 2}"
PROV00230,Healthcare Provider 230,Cardiology,LIC230351,32,88405,NY,Medium,0,System A,"Network2,Network1","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",Spanish,"{""medical_license"": ""2019-02-14"", ""board_certification"": ""2018-06-01""}",4.0,"{""pediatric"": 49, ""adult"": 96, ""elderly"": 11}"
PROV00231,Healthcare Provider 231,Family Practice,LIC824698,18,31083,TX,Large,0,System C,"Network4,Network2,Network3","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",Spanish,"{""medical_license"": ""2017-04-15"", ""board_certification"": ""2021-05-28""}",4.7,"{""pediatric"": 12, ""adult"": 67, ""elderly"": 78}"
PROV00232,Healthcare Provider 232,Internal Medicine,LIC202239,8,90018,PA,Large,0,System A,Network4,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",English,"{""medical_license"": ""2023-10-04"", ""board_certification"": ""2019-01-10""}",3.8,"{""pediatric"": 83, ""adult"": 95, ""elderly"": 90}"
PROV00233,Healthcare Provider 233,Orthopedics,LIC742613,10,32313,PA,Small,1,Legacy,"Network4,Network2","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Chinese,French","{""medical_license"": ""2014-12-17"", ""board_certification"": ""2023-10-07""}",3.7,"{""pediatric"": 41, ""adult"": 56, ""elderly"": 67}"
